"","gene_id","log2foldchange","log2CPM","pvalue","FDR","change","logP"
"ALG6","ALG6",0.439567639033158,4.39121853943335,0.0261948428517774,0.0520188759819795,"not",1.58178420262969
"FANCE","FANCE",0.706525570087168,3.00035626863767,0.0262507830716802,0.0521239656964145,"not",1.58085773688137
"ZNF417","ZNF417",1.0705469839334,3.17158747024,0.0262723272299464,0.0521607417273875,"not",1.58050145525512
"SVBP","SVBP",0.618669117214396,4.60192693017475,0.026307231956272,0.0522240321451303,"not",1.57992484592263
"DNAJC12","DNAJC12",2.38517117929882,4.61827297096438,0.0263241982386151,0.0522517014387787,"up",1.57964484733518
"GLG1","GLG1",0.557031521751487,8.47158506550459,0.0263301926180638,0.0522575884086371,"not",1.57954596380862
"ANKRD36B","ANKRD36B",1.69136056522054,2.89741600659182,0.0263343191974601,0.0522578253854011,"not",1.57947790466964
"ZBTB25","ZBTB25",0.397606624148744,4.50693398816611,0.0263363691423615,0.0522578253854011,"not",1.57944409915893
"XKR7","XKR7",4.45042149176314,1.37200724994643,0.0263440426005504,0.0522595513484608,"up",1.57931758000458
"SIRPG","SIRPG",3.07068079506401,1.8457690580519,0.0263456486035308,0.0522595513484608,"up",1.5792911050636
"PEBP4","PEBP4",-1.46606727718448,-2.84526918790865,0.0263463249597369,0.0522595513484608,"not",1.57927995582214
"UROD","UROD",0.694870911682435,6.28269614869294,0.0263601510153753,0.0522809661804943,"not",1.57905210602961
"GNB3","GNB3",1.09806436299977,1.24006832597342,0.0263763324693316,0.0523070470932442,"not",1.5787855916199
"SOCS6","SOCS6",0.814389212160488,5.17536839035017,0.0263905586879927,0.0523292450196867,"not",1.57855141567067
"PMCH","PMCH",2.41577137250024,-3.37636332000383,0.0264401932886366,0.0524216402614528,"up",1.57773537430435
"PSMA2","PSMA2",0.938221715855553,5.78327491571228,0.0264531875529403,0.0524413776684266,"not",1.57752198891255
"SLC46A1","SLC46A1",-0.490155083613123,3.13875339853051,0.0264609731146215,0.0524507858808494,"not",1.57739418847281
"CDK10","CDK10",-0.414754162660563,5.01978880509897,0.0264699461445773,0.0524625454542478,"not",1.5772469423079
"TGFBR3","TGFBR3",-1.10598653843932,5.75714758818284,0.0264780680420632,0.0524726156042036,"not",1.5771137061387
"CTBP1","CTBP1",0.398365239704591,6.92026925149919,0.0264951490966623,0.0525004361119555,"not",1.57683363222908
"NCF1","NCF1",1.80435949904668,1.45897687591994,0.026501195377267,0.052506387212624,"not",1.57673453609933
"RSRP1","RSRP1",-0.643764951617844,5.39056065323919,0.0265388733841525,0.0525750011760679,"not",1.5761175175466
"SPIB","SPIB",2.35249998802943,1.17324993572269,0.0265436575439269,0.0525784423051841,"up",1.57603923438414
"STXBP6","STXBP6",-1.78940374328746,1.6667429015081,0.0265942587224843,0.0526726278990435,"not",1.57521211052187
"MYT1L","MYT1L",4.36792258251518,-0.00117393805662785,0.0266134910889134,0.0527046698885804,"up",1.57489815208508
"RRH","RRH",-0.916235986822686,-2.55434750372098,0.0266173908282439,0.0527063436701112,"not",1.57483451852448
"TREM1","TREM1",1.63399246788117,0.650400096394482,0.0266495528922695,0.0527639742003569,"not",1.57431007286814
"POLR3B","POLR3B",0.645729596577504,4.3505492622519,0.0266564482059345,0.052771571109844,"not",1.57419771791258
"AKAP10","AKAP10",0.413779493080315,4.84677991347207,0.0266859958408493,0.0528240057627458,"not",1.57371658599826
"NHLH2","NHLH2",4.69109497879583,-0.606767607139137,0.0266902093877432,0.0528262861878309,"up",1.57364801910928
"OBSL1","OBSL1",-0.902902081192497,6.51063950979388,0.0266940177046278,0.052827764135033,"not",1.57358605582532
"SPPL3","SPPL3",0.349713012360272,6.38315881990109,0.0267197542547331,0.0528726329891536,"not",1.5731675404444
"PKD2","PKD2",-0.777387888220793,5.96195243606229,0.026723970557584,0.0528749125067208,"not",1.57309901539034
"ARPC4","ARPC4",0.622363588680257,7.15780977490005,0.0267910889312055,0.0530012475081145,"not",1.57200963401394
"HCFC1","HCFC1",0.727848407116972,7.37029620547317,0.0267939659236907,0.0530012475081145,"not",1.5719629992959
"SSTR3","SSTR3",3.62834051063301,-0.0373020792249595,0.0268126638499208,0.0530321543707454,"up",1.57166003652625
"KRT75","KRT75",6.79423851137903,-2.35714067250064,0.0268227587823431,0.0530460404343071,"up",1.57149655600227
"NEBL","NEBL",-1.48940914146922,5.66044884332928,0.0268549903598683,0.0531036968438606,"not",1.57097499918708
"JUN","JUN",-1.02695188406569,6.27608653166435,0.0269271409618538,0.0532402678236264,"not",1.56980975614683
"KCNE4","KCNE4",2.52297015244036,4.78594941726368,0.0269334884606194,0.0532467167034817,"up",1.56970739255657
"NFKBIA","NFKBIA",-0.720249558260353,6.46220058289658,0.0269464711662324,0.0532662802123198,"not",1.56949810073245
"ARMC4","ARMC4",3.17409229353457,0.625002199273788,0.0269571217681752,0.0532812297949442,"up",1.56932647960439
"PLSCR4","PLSCR4",-1.48222320148643,3.84326486466584,0.0270332252746839,0.053425529963884,"not",1.5681021364901
"MGP","MGP",2.72823155161026,11.2455625386089,0.0270443731437057,0.0534399968441004,"up",1.56792308053305
"IL21R","IL21R",2.74983158657791,2.25971103376398,0.0270467396371793,0.0534399968441004,"up",1.56788507964881
"LGALS12","LGALS12",5.37094927985447,2.18713806711897,0.0270704416880914,0.0534807042967733,"up",1.56750465811439
"MDH1B","MDH1B",-0.689027979987772,1.60221943237679,0.0271075465857886,0.0535456204695396,"not",1.56690978719524
"KCNQ4","KCNQ4",1.35795840266595,1.66695276244553,0.0271095068340712,0.0535456204695396,"not",1.56687838286915
"MCC","MCC",-0.935240631018724,4.259242990891,0.027133159821634,0.0535862049584863,"not",1.56649962705704
"APOA2","APOA2",8.06753695097034,3.10515423540587,0.0271437182396868,0.0536009222048291,"up",1.56633066145255
"HSH2D","HSH2D",-1.38586169158198,0.64593656529454,0.0271558450558485,0.0536187328571536,"not",1.56613667796134
"YTHDC2","YTHDC2",0.38997408221848,5.1682105624151,0.0271615132667093,0.0536237884916555,"not",1.56604603759207
"IRF7","IRF7",-0.878553365616844,3.86371355661292,0.027173342256327,0.0536410045341405,"not",1.56585694111066
"DLX6","DLX6",3.84917867621314,-0.544630576086981,0.0271940348456867,0.0536757116520618,"up",1.56552635029359
"TGFB1I1","TGFB1I1",0.85769716708905,6.30811080358058,0.0271983660718639,0.0536781203900276,"not",1.56545718520431
"ENTHD1","ENTHD1",3.75276682260078,-2.9668477362824,0.0272419180187701,0.0537579249100959,"up",1.56476231835825
"MEAF6","MEAF6",0.462468252984707,6.16538436155284,0.0272709147111811,0.0538089918057667,"not",1.56430029486526
"DKK3","DKK3",-1.18529000074505,4.17902631963377,0.0272771125111072,0.0538150670454098,"not",1.56420160494166
"TBX18","TBX18",3.69316733431192,3.48670288843086,0.0272885369544028,0.0538306220733249,"up",1.5640197479381
"MAJIN","MAJIN",-1.28938191323445,-2.17106786760731,0.0272912362733959,0.0538306220733249,"not",1.56397679065649
"SREK1","SREK1",0.753108739919644,7.1869240083146,0.0273352435467741,0.0539112615612741,"not",1.56327705235414
"PPARD","PPARD",-0.393437119315018,5.35883546549821,0.0273470852839461,0.0539284521799417,"not",1.56308895498154
"TMEM158","TMEM158",2.80406403058516,6.20949964312748,0.0273965692253691,0.0540198608140491,"up",1.56230381892335
"HCN2","HCN2",1.33930405396046,2.63565621126195,0.0274184179702386,0.0540567644054464,"not",1.56195760741
"H3C11","H3C11",2.17672150359222,-2.2369413219958,0.0274762096835256,0.0541645148051222,"up",1.56104317798309
"TRIM43B","TRIM43B",6.26979690075902,-2.78453914449294,0.0274895665686535,0.0541846551453183,"up",1.56083210767658
"USP51","USP51",-0.595679442371685,3.17132950425208,0.0274962420444142,0.054191622670059,"not",1.56072665783873
"ROGDI","ROGDI",-0.619105822036994,4.74473493813477,0.0275647027991978,0.0543203456829783,"not",1.55964668569384
"CBL","CBL",0.693729665284314,5.67464139814537,0.02760552169839,0.0543945731307206,"not",1.55900404100379
"DCAF12","DCAF12",0.35291080912277,5.93053879613062,0.0276219830260464,0.0544207943725087,"not",1.5587451459473
"KDELR1","KDELR1",0.520082007340242,8.49753552963329,0.0276471184987364,0.0544592272233382,"not",1.55835012603416
"SOWAHC","SOWAHC",-0.848865478135316,4.00288007594332,0.0276478024037347,0.0544592272233382,"not",1.55833938305227
"ARHGAP18","ARHGAP18",-1.07877945869585,4.85212684527563,0.0276961695098879,0.0545392019674279,"not",1.55758029143201
"EPG5","EPG5",-0.421948901354969,4.76813237078866,0.0276977378821307,0.0545392019674279,"not",1.55755569900144
"MACF1","MACF1",-0.777041560206325,7.39997620897055,0.027697886226634,0.0545392019674279,"not",1.55755337299825
"AHNAK2","AHNAK2",1.73684011157907,4.38779498781414,0.0277021952442176,0.054541462681307,"not",1.55748581416032
"VPS26C","VPS26C",0.326890756427544,5.24610113552504,0.0277957131384011,0.0547193417231159,"not",1.55602217904225
"PRSS2","PRSS2",8.0707471857977,0.0190677900957344,0.0278181407720397,0.0547553649001352,"up",1.5556718994851
"SERF2","SERF2",0.823657375177505,9.63215098724417,0.0278203583934793,0.0547553649001352,"not",1.55563727954498
"DCAF6","DCAF6",0.559513710848105,6.14745066476231,0.027836045931395,0.0547799923068226,"not",1.55539245556059
"YAF2","YAF2",0.662798415430772,4.56417867595716,0.027856049535614,0.0548131069377374,"not",1.55508047393264
"CDC20B","CDC20B",2.86821927694472,1.28622583625624,0.0278712703896692,0.0548368039422739,"up",1.55484323542559
"OLIG2","OLIG2",4.94431956682981,-0.896366709828856,0.0279003724468175,0.0548878037361574,"up",1.5543899992168
"MUS81","MUS81",0.400035236612174,5.0128813274483,0.0279107985242367,0.0549020552366283,"not",1.55422773822621
"LINGO4","LINGO4",-2.13287101152063,-1.93004622323312,0.0279431663342877,0.0549586621865045,"down",1.55372438406306
"HBG2","HBG2",4.83749797262474,2.93883222392321,0.0279459462199009,0.0549586621865045,"up",1.55368118105167
"LRRC23","LRRC23",-0.484401860340934,3.11778988812702,0.0279820681257966,0.0550234285482187,"not",1.5531201904007
"PTPN6","PTPN6",-0.970356699583571,4.02297766109319,0.027990226307923,0.0550331990591627,"not",1.55299359014102
"IFFO2","IFFO2",-0.792267153472243,3.5365961782605,0.028006171347661,0.0550582757894373,"not",1.5527462584108
"IFT46","IFT46",-0.502649695702491,4.2278544310906,0.0280633401143157,0.0551643806872315,"not",1.55186064026106
"RHOJ","RHOJ",-1.00078617962748,3.9845483299794,0.0280970188028318,0.0552242919971366,"not",1.55133975789436
"TRIM58","TRIM58",2.45284739243358,0.319847646202397,0.0281094201067104,0.0552423740252037,"up",1.55114811373278
"GDF10","GDF10",2.99991413047688,0.0149232971112111,0.0281133384996526,0.0552437826912089,"up",1.55108757823158
"SLC4A2","SLC4A2",-0.680167058115609,5.66128125025753,0.028158027586394,0.0553207380861229,"not",1.55039776992574
"THAP5","THAP5",0.434433014632138,4.70847617152593,0.0281589129301894,0.0553207380861229,"not",1.55038411506732
"NUMA1","NUMA1",-0.533291486462978,7.35262616609924,0.0281947051742602,0.055384749292106,"not",1.54983244237236
"ZNF708","ZNF708",0.706120851006107,3.53854514451952,0.0282048038318657,0.0553933270918318,"not",1.54967691650354
"GIN1","GIN1",-0.503521792766849,2.55401680554787,0.028205492427055,0.0553933270918318,"not",1.54966631371962
"GABRG1","GABRG1",5.03633306051948,-1.10456064279517,0.0282378573255619,0.0554505779165324,"up",1.54916826041729
"MAB21L2","MAB21L2",5.08071855021014,2.9359961249981,0.0282520259942695,0.0554720879075011,"up",1.54895040283278
"MINDY4","MINDY4",-0.624043552547883,1.01931170838233,0.0282593622216617,0.0554801792166085,"not",1.54883764385825
"PRR16","PRR16",2.10342814170097,1.54805148799952,0.0282655978928794,0.0554861082641222,"up",1.54874182361862
"DRP2","DRP2",2.98306774288555,1.54708610060761,0.0282845664292008,0.0555170280668706,"up",1.54845047412169
"PPP1R3F","PPP1R3F",-0.545371059179319,2.59113814774264,0.0282903275335261,0.0555220201991575,"not",1.54836202443486
"NRAP","NRAP",-1.90216909613422,-1.93824943056305,0.0283178745295496,0.0555697628804024,"not",1.54793934684135
"COL5A1","COL5A1",1.43944626264426,8.83885883318208,0.0283264174706335,0.0555802062151217,"not",1.54780834856883
"L3MBTL2","L3MBTL2",0.435600592661514,5.37413784812197,0.0283351255225384,0.0555909711076065,"not",1.54767485912536
"BRINP2","BRINP2",5.54151122645602,3.38776982647392,0.0283425580080535,0.0555992312902413,"up",1.54756095582997
"ACKR3","ACKR3",2.1115614606623,5.70572900400779,0.0283654621434398,0.055637836681261,"up",1.54721013631184
"LUM","LUM",2.02529063899064,9.79757223552934,0.0284065695067459,0.0557121342167424,"up",1.54658121028434
"MORN2","MORN2",-0.674246782341125,4.13993186096787,0.0284174846461593,0.0557272073610044,"not",1.54641436598062
"TMEFF2","TMEFF2",3.91503453909458,2.77102732695656,0.0284227277107558,0.0557311553010332,"up",1.54633424544854
"MALRD1","MALRD1",-1.91111594342487,-0.800808350291748,0.0284963414512698,0.0558691480220044,"not",1.54521089400963
"DEF6","DEF6",1.13171548818053,2.8596478908976,0.0285070589997627,0.0558820592327634,"not",1.54504758542845
"CELF1","CELF1",0.728559239626606,7.21358515592576,0.0285094040814846,0.0558820592327634,"not",1.54501186044669
"TNNC2","TNNC2",3.92040919701489,2.09223694818327,0.0285187632566922,0.0558940549743552,"up",1.54486931200531
"TPK1","TPK1",1.5243665550256,4.23126933162985,0.0285905270408918,0.0560217761095345,"not",1.5437778387364
"PRAMEF6","PRAMEF6",5.73927532303267,-3.21517531196108,0.0285935762410588,0.0560217761095345,"up",1.54373152338889
"TNFSF13B","TNFSF13B",1.41249840218273,3.51556886007607,0.0285936703678163,0.0560217761095345,"not",1.54373009374386
"ARID4A","ARID4A",0.982061850592643,6.17137460679566,0.0286186370533759,0.0560643258805632,"not",1.54335105311617
"TRIR","TRIR",0.567471688027432,7.65851665417001,0.0286586665869089,0.0561363709793522,"not",1.54274402005937
"WNK2","WNK2",1.19258953427256,4.04578143465195,0.0286807262892265,0.0561732045539845,"not",1.54240985511688
"SHLD2","SHLD2",0.560718037243836,5.17607336840345,0.0287355120054756,0.0562741186760278,"not",1.54158106026087
"SH2B3","SH2B3",-0.519461447662448,5.05368037456797,0.0287397577621344,0.0562760463215647,"not",1.5415168967102
"SH2D2A","SH2D2A",1.8032458471791,2.59268669575913,0.0287432327545281,0.0562764644479044,"not",1.54146438830695
"TTC38","TTC38",-0.481677858477927,4.74406629577881,0.0287630989794462,0.0563089712832248,"not",1.54116432422909
"GNG3","GNG3",2.88815406732878,1.50271744820475,0.0288088561549901,0.0563921512143341,"up",1.54047398487952
"C8orf37","C8orf37",0.54560161642094,2.69329245658914,0.0288274198277214,0.0564220881496521,"not",1.54019422700925
"TUSC1","TUSC1",-0.795356649425284,3.98639706246851,0.0288565222104679,0.05647264270632,"not",1.53975601128186
"ADAMTS4","ADAMTS4",1.83422605099544,5.61388723823421,0.0289623203051378,0.0566732634231292,"not",1.53816664774592
"ATP1A2","ATP1A2",-1.48380106693803,0.572882207056223,0.0289958384391657,0.0567324177648037,"not",1.53766432874234
"RGS11","RGS11",1.86144755300238,2.66440231731806,0.0290056799852395,0.0567452390187423,"not",1.53751694883539
"ACTG2","ACTG2",2.0283277932843,4.53573846949512,0.0290196670508541,0.0567661665301539,"up",1.53730757462765
"MRPS33","MRPS33",0.52285621319459,5.4793937166547,0.0290558637322536,0.0568305292110672,"not",1.53676620993176
"KRT10","KRT10",2.2045801069261,7.83687689486667,0.0291111645966664,0.0569322390474304,"up",1.53594042019538
"DOK2","DOK2",1.43140310268806,2.6658703096691,0.0291523137362092,0.057006252665264,"not",1.5353269708195
"BCAS3","BCAS3",1.19630696719997,6.24461225688823,0.0291985664379203,0.0570902282024152,"not",1.53463847058528
"ANKRD42","ANKRD42",-0.552279107890024,3.62726296728171,0.0292049533221288,0.0570962462693556,"not",1.53454348355057
"SHISA5","SHISA5",0.526985367805754,7.75516573971101,0.0292490555709981,0.0571643660453153,"not",1.53388815238269
"RUBCN","RUBCN",0.518629851655069,4.74789351316525,0.0292495519361774,0.0571643660453153,"not",1.53388078233859
"KLRC4-KLRK1","KLRC4-KLRK1",4.17117001316102,-2.0918719491225,0.0292497356020915,0.0571643660453153,"up",1.53387805529365
"FRMD5","FRMD5",2.43868659255406,1.09975385491066,0.0293161131498661,0.0572876027634133,"up",1.53289361075204
"SESTD1","SESTD1",-0.816977228308626,4.58134521938828,0.0293985347111699,0.0574421601677314,"not",1.53167431525832
"CD4","CD4",1.2979218747554,5.77656585416813,0.029413538935279,0.0574649699194111,"not",1.53145271953917
"RFX3","RFX3",0.644227466826436,4.30846010742943,0.0294602346578629,0.0575496828961195,"not",1.53076379821949
"ETV1","ETV1",2.64359753997609,6.09568337730285,0.0294788566047648,0.0575795416249963,"up",1.53048936544906
"NANOGP8","NANOGP8",2.23642829351923,-1.89206844924778,0.029524407328369,0.0576619862423325,"up",1.52981881163493
"NR4A3","NR4A3",-1.04332326024474,2.78521765530059,0.029570358033322,0.0577451932848541,"not",1.52914341707163
"ARHGEF7","ARHGEF7",-0.440392477470168,5.32147594509016,0.0295927617882121,0.0577824040574403,"not",1.52881450177381
"AHCYL1","AHCYL1",-0.48283126182337,7.0731474369814,0.0296114655778984,0.0578123827276123,"not",1.52854009728336
"LPIN1","LPIN1",0.856873566715997,5.98582137422651,0.0296730239847146,0.0579260129942584,"not",1.52763819237701
"EID2B","EID2B",0.623561382845347,2.22126605798953,0.0296886236060577,0.0579499095387472,"not",1.5274099362588
"ACTR5","ACTR5",0.583727949345655,3.32154740048563,0.0296961683742512,0.0579580800020025,"not",1.52729958304876
"FAM83G","FAM83G",-1.15470078460427,2.99526445211487,0.0297419685532047,0.0580409033460243,"not",1.52663028989945
"NDST3","NDST3",-1.9743018359939,-0.0190267633027017,0.029747549816898,0.0580452303619331,"not",1.5265487995093
"ZAR1L","ZAR1L",2.6382989373316,-3.07136509881552,0.0297616532882745,0.0580661835695586,"up",1.52634294698264
"DHDDS","DHDDS",-0.353664159997989,4.70229254547774,0.0297888958148825,0.058112763966738,"not",1.52594559448187
"ALS2","ALS2",1.01955551316349,5.51511645411363,0.0298026108047185,0.0581329470309087,"not",1.52574568866145
"ZNF211","ZNF211",-0.449988295990926,3.23319489806318,0.0298082235842306,0.0581373231542781,"not",1.5256639048984
